conversation,class
너 저번 에 독약 먹 은 날 회상 해 ? 아니 과연 ? 야 300 만이 원 만 가져와 는데 뭔 소리 야 는데 갑자기 왜 이래 는데 너 술 먹인 첫날 모텔 방 가 불쌍히 섹스 비디오 찍 였 어 . 뭐 ... . 뭐 라고 ... 병신 같 은 녀 아 상황 판단 그러 느리 냐 ? 경주용 창녀 영상 뿌려 꼼짝 기 싫 으면 현상금 내놓 으라고 . 헉 ! 도 . 현상금 만 주 면 꼼짝 . 지워 줄 것 지 ? 그럼 바람직 하 지 . 예금 불러 줄 테 길래 일 주일 안 이에 300 만 원 집어넣 어 놓 고 통지 하 면 단 카카오 방 부터 익명 웹사이트 에 뿌릴 테 길래 조용히 있 어라 는데 알 겠 어 는데,갈취 대화
너 또 내 말로 무시 하 냐 ... 이 새끼 널 좆 으로 보 나 본데 ? 아냐 진짜 분간 이 없 었 어서 미안 해 너 아침 죽 자 살살 해의 미안 해 오늘 은데 꼭 해 올께 됐 어 기회 는 겨드랑이 났 어 이러 꼼짝 마 진짜 미안 해의 야 칼 은 언제 서 났 어 ... ! 이 새낀 말로 로 하 면 부유층 을 생각 을 못가 하 지 ?,협박 대화
야 돼지 오늘 때문 돈 내놔 오늘 은데 진짜 없 어 아서 새끼 오늘 진짜 현상금 안 들 고 왔 네 너 옷 괜찮 아 보인다 ? 이것 좀 벗 어 봐 아 안 돼 는데 이거 생일 때 넘겨받 은 옷 이 야가 닥치 고 벗 어서 처맞 고 싶 뇰 아아 안 돼 그녀 옷 은 진짜 못가 된단 말 야 속옷 좋 네 이건 내고 가 가져간다 내일 은데 꼭 돈 가지 기에 와라 너무 해,갈취 대화
오 신발 샀 뇰 ? 응 . 직전 에 신 던 도록 다 헤져서 . 자녀 님 이 사 주기도 셨 어 . 토비 네 집 꽤 사나 보다 ? 이런 양말 도 잘 사 주기도 시 고 ? 이서 . ? 그런 건과 아닌데 . 그래도 양말 은 오래 신 ㄴ다는 거 라고 . 잠시 벗 어 봐 는데 나 한 번 만이 신 어 보 자마자 . 어 . 돌려줄 거 지 . ... 아 장난치 냐 내고 가 그럼 니 놀드 신 던 거 가져 갈까 봐 그래 ... 빨리 내놔 보 이라고 . 잠깐 만 그러 야 . 와 아물 딱 내 신발 그러 네 . 야 나의 이거 몇일 만 빌려 주 라 내 놀드 신 으니까 니 놀드 신 을 때 훨씬 더 간지 나 잖 아 . 고맙 으며 잘 신 을 도록 돌려줘 . ! 정말로 안 돼 . 지난번 에 도 너 놀드 빌려갔 다가 . 으며 헤져서 산 거 라는 말 이 야 는데,기타 괴롭힘 대화
영하 학생 이리 나와요 네 선생 님 송만갑 님 이 왜 부른 줄 알 아 많이 모르 겠 습니다 송만갑 님 잘 모르 ㄴ다면 이제 좀 알 때쯤 도 됐 는데 학교의 임원 까지 하 ㄴ다는 얘 가 아직 때문 부모 님 이 학교의 를 안 오 ㄴ다는 게 말 이 돼 저번 행사 때 때문 오 셔서 행사 블랑 도우 신 걸로 아서 는데 공식 행사 ㄴ다는 당연히 와야 하 ㄴ다는 거 고 행사 놀드 공식 행사 만 없 는 줄 알 아서 그럼 . 이래서 부유 한 것 들 은데 임원 시키 는 도록 아닌데 부모 가 배운 게 없 어서 ... 하나 사회생활 을 아서 는 게 없 어서 선생 님 너무 시키 십니다,기타 괴롭힘 대화
씨 오늘 뭐 해요 ? 아 저 맹세 이 있 어서요 는데 누구 랑 요 ... 남자 친구 ? 아서 . 네 에이 과연 이렇게 말 을 못가 해 줘 . 그대 사이 에 . 아서 너무 개인 적 인은 일 이 라 답변 드리 고 싶 꼼짝 않 아요 . 정씨 는 너무 사회 삶 못 한다 . 연인 는 있 어 ... 친구 도 없 ㄴ다는 거 아냐 ? 카나 ? . 어머 웃음 봐 . 그렇게 웃음 에서 감정 다 보여주 면 회사 생활 못하 한다 . 아 는데 죄송 합니다 .,직장 내 괴롭힘 대화
야 죽 기 힘들 으면 돈 내놔 의아 합니다 . 여기 뭐 이거 밖 없 어서 ? 뒤져서 나오 ㄴ다면 죽 는다 . 제 진짜 이거 밖에 없었 어요 이게 다 ㄴ가요 안 되 겠 으며 넌 살 자격 그러 없 어 이거 놔요 가만히 안 있 어서 ? 이놈 이 거짓 했 어요 진짜 사망 을 준비 나 해라 알 겠 어요 으며 드릴게요,갈취 대화
고객 님 아이 놀드 키 가 안 이루어지 서 탑승 이 어려울 것 같 아요 어떠하 우리 애 가 카 가 좀 작 아 그렇 지 개월 가능성 는 넘겼 어요 규율 상 위험 할 가능성 가 있 어서 이러 니 이해 부탁 드릴게요 아니 우리 애 놀드 저렇게 우 는데 굳이 한번 해 줘요 의아 합니다 죄송 할 세우 하 지 말 기에 몰래 눈감 아 주기도 면 당신 도 괜찮 고 나 도 괜찮 고 다 좋 은데 거 아니 야 ... . 그러 다 화재 라도 나 면 가차 시 려고 그러 ㅂ시오 무슨 여기 알 베 생 은 손 귀하 한테 아주 그냥 악담 을 하 네 ... ? 사고 나라 기에 그런 게 아니 라고 혹시나 하 는 괴로움 에 어 안 태워 주 고 악담 시키 고 내 가 곧바로 여기 오 나 봐라,기타 괴롭힘 대화
저기요 아무 도 못가 계세요 ? 네 구경꾼 ! 무슨 일 그러 세요 ? 저 아물 환불 할게요 ! 손등 님 죄송 하 으나 이 옷 은 할인 이 안 되 ㅂ시오 . 어머 왜 못가 돼 ? 구매 직전 사전 고 지 드렸 구요 옷 택 때문 떼 어 져 없 으시 네요 . 그런 상태 는 환불 그러 어려우세요 . 사장 올라오 라 해 . 부사장 이랑 말 해야겠어 캐치 ! 고객 님 정말로 죄송 하 지만 그래도 환불 은 안 이루어지 십니다 . 사장 못가 불러 ? 너 내고 가 소비자 보호 사무소 에 신 고 때때 거 야 ! 캐치 고객 님 사장 귀하 불러 드릴게요 . 진정하 하 세요,기타 괴롭힘 대화
지은 씨 요즘 과연 출근 시간 이 늦어지 죠 ? 제 놀드 집 이 멀 어 . 원래 30 오전 전 에 오 으니 갑자기 5 분 직전 에 오 고 무슨 됐 건 정시 이에 일 만 시작 때때 수 있 으면 어디 오 든 되 ㄴ다는 거 아닌가요 사회생활 엄청 하 라고 누가 말로 했 어요 ? 어떠하 . 30 분 직전 에 와도 다른 도록 없 더라고요 나 어서 이 가 없 카나 말대꾸 꼬박꼬박 하 ㄴ다는 거 하 며 는데 이런 신입 은 각기 첨 이 네 는데 말대답 . 은 어떠하 구요 . 내일 이래 다시 원래 대로 30 분 전 에 와서 세팅 해 놔요 는데 일 할 수 없 게 . 네 는데,직장 내 괴롭힘 대화
너 내 지갑 이에 손 댔 지 ... 내 돈 내놔 는데 아니 에요 . 봐 봐 . 돈 알리 있 잖아 . 옷 속 에 숨겨 올려놓 으면 못 찾 를 줄 알 았 어서 ? 그거 제 현상금 이 에요 . 언제 서 개 구라 을 쳐 ? 맞 아도 정신 차리 지 ... 이거 습관 성 그러 야 . 저 도벽 없 어요 . 잔뜩 ? 이딴 식 으로서 나오 겟 다 ... 너 정신 머리 놀드 글러 먹 었 으리 ? 죄송 해요 는데 일 로와 . 에드 죽여 버릴 거 야가 . 죽 어야 인격 차리 지 . 인격 차릴 게 요 는데 죄송 해요 .,협박 대화
어이쿠 지금 사람 쳤 어 ? 죄송 합니다 실수 예요 이놈 그러 사람 잡 네 좋 으세요 ? 제 놀드 잠시 실수 를 했 . 네요 눈 를 어따 두 고 돌아다니 는 거 야 의아 합니다 겁대가리 없이 언제 해 보 자는 것 야 아닙니다 제 오류 입니다 야 ! 거짓 한 줄 알 ㄴ다면 매 값 을 해야지 흠씬 두들겨 맞 을래 순순히 매 값 늘어놓 을래 아이고 제 놀드 잘못 했 습니다 책망 하 세요,갈취 대화
내 가 요번 주기도 내 로 돈 보내주 라고 했 는데 여전히 안 보냈 네 ... 죄송 합니다 . 아래 주 까지 는 반드시 드리 겠 습니다 는데 다음 주 까지 때문 돈 을 못 훔치 면 어쩔 거 야가 ? 꼭 드리 싶 습니다 . 못 주기도 면 그때 는 신체적 포기 각서 쓰 기에 장기 라도 팔 것 니까 알 아 둬 . 제발 . 못가 됩니다 . 조금 만이 더 기다려 주 ㅂ시오 . 기다려 주 으며 도 한계 가 없 어 . 알 싶 습니다 . 다음 주기도 까지 꼭 구해 살펴보 겠 습니다 . 쓸모 부리 지 마 카나 가족 까지 위험 해질 수 도 있 더군요 네,협박 대화
야 쟤 00 아줌마 잤 대 ! 가짜 ? 미쳤 다 언제 서 뻔뻔 하 도록 얼굴 을 들 기에 다닐 수 가 없 지 ? 너무 무섭 다 . 왜 ... 할 말 있 어서 ? 없 겠 꼼짝 아니 저렇게 못 생긴 게 남자 친구 ㄴ다는 매번 바뀌 네 ... 능력자 야 비결 조금 알 자 그런 것 없 어 그런 것 없 어 하 재밌 네 뭔 자신감 그러 야 더러운 것 는데 뭐 잘 났 으리라 그런 얘기 를 별다르 지 않 게 시키 고 다녀 . 촉구 한 것 . 쟤 키스 잘 한 회 . 00 이 놀드 그래서 반 했 회 . 그런 건 각기 어디 서 들 였 어 . ? 진짠가 봐 어쩜 까 ㄴ다면 깔 수록 더러운 감성 이 자꾸 나오 토비 ? 앞 으로 머리카락 들 고 다닐 가능성 가 있 겠 토비 ? 없 지 없었 지 양심 이 없 으면 못 들 기에 다니 지,기타 괴롭힘 대화
김 대리 이거 커뮤니티 왜 아직 까지 종료 가 안 된 것 지 ? 과장 귀하 프로젝트 다음 주 까 연기 되 었 으리라 메일 받 아서 진행하 중 입니다 . 어떠하 이 사람 이 인격 이 있 어 없었 어 ? 그 이메일 이후 로 다시 이메일 보낸 거 몰라 ... 기한 은 이번 주야 전 메일 받 은데 적 이 없 네요 . 다음 주 까 인 줄 알 아서 습니다 과장 님 이메일 도 확인 도 잘 안 하 다니 어디 야 김 대리 에게 메일 전달 한 젊은이 과장 님 김대 레 님 그때 연차 었 어요 그래서 아마 이메일 첨부 에 없 포터 을 거 에요 피터 야 ? 이거 현재 그래서 내일 까지 일단락 되 어야 하 으며 누가 책임질 거 야가 저 는 내용 를 몰 랏 습니다 부장 님 최대한 다음 주기도 내 로 빨리 시키 겠 습니다 . 재밌 지 마 이미 부서장 님 도 결제 시키 신 일 을 저번 주 주말 출근 영광송 빨리 끝내 도록 해의 과장 님 이번 주기도 주말 날 샌 으리라 해도 못합니다 저 주식회사 그만두 겠 습니다 는데,직장 내 괴롭힘 대화
야 너 이거 괜찮 아 보인다 시계 나의 도 아빠 거 잠시 갖 고 온 것 야 나 도 한두 번 차보 자 궤조 보 는 건 이루어지 잖아 아 한 번의 만 차 고 주기도 는 거 야 시키 새끼 비싸 게 구네 그냥 한번 본다고 이서 빨리 돌려 줘야 돼 야 나 랑 아물 잘 어울리 지 못하 냐 빨리 돌려줘 훌라구 나 야 나 아물 낼 줄게 하루 만이 빌려 줘 아 못가 되 는데 .,갈취 대화
야 너 이 암컷 뭐 사러가 냐 ... 네 ? 왜 오자키 ? 너 오늘 현상금 많 아 보인다 조금 살 면 돈 조금 내놔 봐 싫 는데요 저 돈 없 는데요 야 지갑 내놔 봐 제 꺼 아니 ㄴ가요 저희 형 거 ㄴ가요 이 새끼 말귀 을 못 알아먹 네 니거 지금 그냥 뺏 어서 갈 수 도 없 어 저 이거 없었 으면 안 되 으며 . 야 말 로서 할 때 빨리 내놔라 한 번 만 봐 주 세요 .,갈취 대화
네 고객 님 어찌 일 이 신가요 ... 제 가 거기 불쌍히 장 을 봤 군요 네 고객 님 그럼 고기 가 상한 방법 같 네 ? 아서 언제 구매 하 신은 거 죠 ? 월과 주일 인가 ? 몰르 겠 는데 ? 소비자 님 영수증 은 불러오 셨 나요 ? 에드 네 가 찾아봐 얼른 바꿔 줘 안 바꿔 주 면 나 알리 누워서 한 발자국 때문 안 할 거 야가 고객 님 여기 불쌍히 이러 시 면 못가 되 세요 뭐 란 거 니 ?,기타 괴롭힘 대화
야 알 겠 더군요 진정 해 . 힘들 어 일단 경찰 불리 지 말 고 현상금 이나 내놔 일단 펠트 부터 내려놔 그래야 생각 지 이 새끼 놀드 나 를 만만 시키 게 보 네 모태 를 보여 줘 아서 ! 아파 야 새끼야 내 여동생 건들 꼼짝 마 그럼 돈 내놔 바보 야 돈 는데 없 어 가진 도록 없 다고 . ... ? 그런 거짓말 은데 안 통해 . 울 겠 다 기다려 봐,갈취 대화
넌 그것 도 때때 수 없 니 ... 어 그러 니 찐따 소리 나 듣 꼼짝 너 그런 말 시키 는 거 불쾌 해의 너 그 뤈 말로 하 는 거 경솔 행 너 랑 때때 말 없 으니 금방 갈 게 야 내고 말 안 끝났 어서 어딜 가 ? 언제 안 가 너 블랑 있 으면 기분 좋 니까 그만 꺼져 어서,기타 괴롭힘 대화
역시 피 로 짚 땐 목욕탕 이 꼼짝 인정 한다 뜨끈뜨끈 시키 니 좋 다 네크 뭐 야 ? ... 가 ? 짜식 커다랗 네 응 ? ... 가 크 다고 에드 . 칭찬 이 야가 이게 칭찬 이 야가 ? 그럼 남자 놀드 가지 고 있 ㄴ다는 것 중 최고 인의 칭찬 이 지 도대체 뭔데 아니 . 굳이 갑자기 그러니까 갑자기 ... ? 사람 이상 시키 게 만드 네 ... 내 가 뭐 많이 못 했 어 ... 아니 . 아니 야가,기타 괴롭힘 대화
존나 못생겼 다 는데 너 유튜브 에서 합본 000 이랑 졸라 같이 생겼 다 . 토비 뒤통수 한 대 때려도 되 지 ? 어떠하 . 하 지 말로 라고 자꾸 때리 ㄴ다면 이른다 . 자꾸 찌르 면 이른다 일러 살펴보 던지 000 아 ... 꼭 000 같이 생긴 애 가 . 과연 그러 는데 ? 내고 가 뭐 피해 우승자 거 있 어 ... 니 가 숨쉬 ㄴ다는 게 피해지 . 000 같 은 놈 그러 옷 은 꼭 그지 같 은 거 입히 고 다녀요 내 속옷 이 어때서 ? 뭐 야 꼭 니 달르 은 옷 입 였 으니까 그렇 지 토비 같 은 애 부유층 이 제일 찐따 같 살 더라 . 한두 번 만 더 해의 봐 . 진짜 이를 거 니까 . 한두 번 만 더 해의 봐 진짜 이를 것 니까 이르 는 것 밖 에 못 시키 는 000 닮 은데 새끼 . 내 놀드 놀 아 주 ㄴ다는 것 만 으로 때문 감사히 여겨 라 는데 아 진짜 짜증 나의 !,기타 괴롭힘 대화
맛 이 쓰레기 군요 별점 1 개 드립니다 손님 어떤 부분 그러 부족 했 을까요 ... 정말 죄송 합니다 양념 이 너무 뜨거웠 군요 제 가 따뜻 시키 게 해 달 이라고 했 지 뜨겁 도록 해 달랬 나요 ... 저희 업장 은 깨끗 한 음식 을 헌상 하 기 위해 노력 을 다 합니다 곧바로 는 이 집 오세아니아 못 시키 겠 는데요 이러 시 면 운행 방해 로 신고 합니다 신고 ? 야 그러 새끼야 어디 할 타시 면 해 봐 캐치 요샌 을 질 그러 더 심하 다니까 캐치 욕 하 지 마세요 덧 글 도 통지 접수 하 겠 네요 어쩐지 사장 목소리 이래 재수 가 없 더라니 확 망해 버려야 해의 이런 거 지 똑같 은 식당 ! 손등 님 더 이상 그분 식당 이용 하 꼼짝 말 아 주 십시오 오 라고 해도 못가 간다 !,기타 괴롭힘 대화
니 비밀 폭로 시키 기 전 에 천천히 입금 해 그만큼 은데 없 어요 . 우지 잖 아요 그럼 꾸미 어 내 야지 는데 세상 에 공짜 놀드 어딨 냐 진짜 어렵 어요 . 제발 부탁드려요 아이 새끼 야 내고 가 자선 사업가 야가 ? 아뇨 잘못 했 어요 . 야 도대체 입금 하 지 마가 . 그러 고 언제 되 나 잘 살펴보 던지 아뇨 . 구할 게 요 . 비스듬히 입금 해라 내일 까 네 알 겠 네요 .,갈취 대화
회사 에 대한 게시물 당장 지워 제 놀드 제 마음대로 글 때문 못 씁니까 ? 괜찮 은 말 로 때때 때 당장 글 지워 아니 제 가 스스로 겪 은 일 은데 쓴 건데 내리 라고 마 라 하 십니까 너 이런 글 쓴 거 내 가 이업 계 에 다 소문내 서 너 다시 ㄴ다는 취업 못 하 도록 할꺼 야 아니 게시물 쓰 는 자유 을 이렇게 협박 하 셔도 되 는 겁니까 내고 가 이 업계 부사장 들 다 아 ㄴ다는 거 알 지 ... 그리고 너 동생 때문 지금 취업 준비 중의 이랬 지 ? 별칭 이 김나리 랬 나의 내 동생 은 만지 지 마세요 동생 에게 폐 끼치 기 힘들 으면 빨리 글 내려 그러 면 조용히 없었 던 일 로 해의 줄 테 니꺼 무례 하 게 가족 은데 건드리 지 마십시오 울 겠 어 그러 ㄴ다면 너 죽 고 나의 죽 자 너 아들 이랑 너 랑 으며 일자리 구하 기 ㄴ다는 글렀 다 생각 해의 그런 협박 이 총괄 것 같 습니까 ... 어림 도 없 네요 저 이거 다 취입 해서 협박죄 로 고발 할 겁니다 부모 귀하 입원 해 있 ㄴ다는 병원 주소 도 울 고 있 어 에드 네 엄마 내 놀드 납치 할 꺼 야가 아주 고통 스럽 도록 죽일 꺼 야 에드 가 글 삭제 때때 때 까지,협박 대화
너 일 물 어서 보 고 하 랬 지 ? 네 ... 저 저번 엔 울 아서 하 시 이라고 . 뭐 어 ... 똑바로 말 해 과연 웅얼 거려 ? 의아 합니다 너 는 ... 제대로 하 는 도록 없 냐 살 은데 쪄 가지 고 의아 합 . 니 으며 야 너 이거 촨 계감 이 야 나의 아니 었 으면 언제 하 려고 그래 ... 지 징계 요 ... 직장 잘리 고 겠 어 ? 죄송 합니다 팀장 님,직장 내 괴롭힘 대화
그 총 당장 내려놔 ! ! 그럴 순은 없 어요 . 워낙 감정 적 으로 판단 . 감정 적 ... 감정 적 이 이라고 ? 하 . 내고 인생 짓밟 아 올려놓 고 알 겠 어서 . 네 말 어찌 말 인지 . 울 긴 뭘 알 아서 ! !!! 아 ㄴ다는 사람 이 나 에게 그래 ? 어 ... 어떻게 그럴 수 없 어 ? 우리 때문 그렇 게 될 것 라고 생각 한 건과 아니 야 진정 해의 . 그저 운 그러 없 었 다고 판단 해 당신 한텐 캐치 !!! 그게 그저 매드 이 없 는 월과 에 불과 해요 ... 남 의 슬픔 그러 당신 한텐 그저 매드 에 불과 하 냔 말 야 ! 캐치 제발 내 가 언제 하 면 네 화한 가 풀리 겠 토비 아무것 도 하 꼼짝 마 . 내 놀드 똑같이 돌려주 지 ㄴ다는 못 해도 당신 한가지 로 인해 주위 젊은이 인생 이 어떻게 망가져 가 는지 죽 어 두 눈 으로 봐 . 아무것 도 때때 수 없 는 처절 함 에 몸부림 쳐 보 라고 . 그게 당신 이 내게 넘겨받 은 죗값 치루 ㄴ다는 일 이 야 는데 탕 !,협박 대화
